Year,Circuit,Type of Action,Pending at Start,Filed,Total Caseload,Terminated,Pending at End
2021,Third Circuit,Murder & Non-Negligent Manslaughter,39.0,17.0,56.0,5.0,51.0
2021,Third Circuit,Negligent Homicide,21.0,4.0,25.0,6.0,19.0
2021,Third Circuit,Sex Offenses,46.0,20.0,66.0,9.0,57.0
2021,Third Circuit,Robbery,52.0,24.0,76.0,8.0,68.0
2021,Third Circuit,Assault,198.0,82.0,280.0,65.0,215.0
2021,Third Circuit,Burglary and Trespass,577.0,167.0,744.0,131.0,613.0
2021,Third Circuit,Larceny-Theft,443.0,124.0,567.0,116.0,451.0
2021,Third Circuit,Arson,14.0,3.0,17.0,3.0,14.0
2021,Third Circuit,Forgery and Counterfeiting,38.0,6.0,44.0,10.0,34.0
2021,Third Circuit,Fraud,32.0,11.0,43.0,6.0,37.0
2021,Third Circuit,Vandalism,62.0,52.0,114.0,53.0,82.0
2021,Third Circuit,Weapons,127.0,43.0,170.0,53.0,117.0
2021,Third Circuit,Prostitution,,,,,
2021,Third Circuit,Controlled Substances,897.0,212.0,1109.0,209.0,900.0
2021,Third Circuit,Gambling,4.0,1.0,5.0,1.0,4.0
2021,Third Circuit,Offenses Against Family & Children,73.0,35.0,108.0,25.0,83.0
2021,Third Circuit,Disorderly Conduct,64.0,43.0,107.0,36.0,71.0
2021,Third Circuit,OVUII,38.0,44.0,82.0,18.0,64.0
2021,Third Circuit,Traffic Offenses,50.0,26.0,76.0,30.0,46.0
2021,Third Circuit,Kidnapping and Custodial Interference,36.0,12.0,48.0,10.0,38.0
2021,Third Circuit,Terroristic Threatening,127.0,48.0,175.0,29.0,146.0
2021,Third Circuit,TRO Violation,16.0,16.0,32.0,8.0,24.0
2021,Third Circuit,Liquor Laws,,,,4.0,
2021,Third Circuit,Extortion,2.0,,2.0,,2.0
2021,Third Circuit,All Other Offenses,156.0,148.0,304.0,110.0,194.0
2021,Fifth Circuit,TOTAL CASES,3241.0,602.0,3843.0,494.0,3349.0
2021,Fifth Circuit,Civil Actions,451.0,134.0,585.0,102.0,483.0
2021,Fifth Circuit,Contract,51.0,17.0,68.0,16.0,52.0
2021,Fifth Circuit,Motor Vehicle Tort,37.0,13.0,50.0,15.0,35.0
2021,Fifth Circuit,Assault & Battery,2.0,2.0,4.0,4.0,4.0
2021,Fifth Circuit,Construction Defect,3.0,1.0,4.0,,4.0
2021,Fifth Circuit,Medical Malpractice,5.0,3.0,8.0,8.0,8.0
2021,Fifth Circuit,Legal Malpractice,,,,,
2021,Fifth Circuit,Product Liability,2.0,1.0,3.0,3.0,
2021,Fifth Circuit,Other Non-Vehicle Tort,64.0,16.0,80.0,14.0,66.0
2021,Fifth Circuit,Condemnation,3.0,,3.0,,3.0
2021,Fifth Circuit,Environment,3.0,,3.0,,3.0
2021,Fifth Circuit,Foreclosure,161.0,26.0,187.0,31.0,156.0
2021,Fifth Circuit,Agreement of Sale Foreclosure,,,,,
2021,Fifth Circuit,Agency Appeal,16.0,10.0,26.0,2.0,24.0
2021,Fifth Circuit,Declaratory Judgment,20.0,12.0,32.0,3.0,29.0
2021,Fifth Circuit,Civil Rights,,,,,
2021,Fifth Circuit,Partition/Real Property,1.0,,1.0,,1.0
2021,Fifth Circuit,Quiet Title,1.0,,1.0,,1.0
2021,Fifth Circuit,Other Civil Action,86.0,29.0,115.0,20.0,95.0
2021,Fifth Circuit,Probate Proceedings,856.0,112.0,968.0,6.0,962.0
2021,Fifth Circuit,Conservatorship/ Guardianship Proceedings,198.0,15.0,213.0,3.0,210.0
2021,Fifth Circuit,Conservatorship/ Guardianship,21.0,5.0,26.0,,26.0
2021,Fifth Circuit,Conservatorship,49.0,8.0,57.0,2.0,55.0
2021,Fifth Circuit,Guardianship,128.0,2.0,130.0,1.0,129.0
2021,Fifth Circuit,Trust Proceedings,54.0,10.0,64.0,,64.0
2021,Fifth Circuit,Miscellaneous Proceedings,422.0,39.0,461.0,4.0,457.0
2021,Fifth Circuit,Mechanicâ€™s and Materialmanâ€™s Lien,29.0,2.0,31.0,,31.0
2021,Fifth Circuit,Other Special Proceedings,393.0,37.0,430.0,4.0,426.0
2021,Fifth Circuit,Criminal Actions,1260.0,292.0,1552.0,379.0,1173.0
2021,Fifth Circuit,Murder & Non-Negligent Manslaughter,9.0,9.0,9.0,1.0,8.0
2021,Fifth Circuit,Negligent Homicide,16.0,1.0,17.0,5.0,12.0
2021,Fifth Circuit,Sex Offenses,41.0,9.0,50.0,8.0,42.0
2021,Fifth Circuit,Robbery,18.0,4.0,22.0,7.0,15.0
2021,Fifth Circuit,Assault,104.0,31.0,135.0,36.0,99.0
2021,Fifth Circuit,Burglary and Trespass,228.0,65.0,293.0,88.0,205.0
2021,Fifth Circuit,Larceny-Theft,160.0,24.0,184.0,47.0,137.0
2021,Fifth Circuit,Arson,3.0,2.0,5.0,3.0,3.0
2021,Fifth Circuit,Forgery and Counterfeiting,15.0,5.0,16.0,7.0,13.0
2021,Fifth Circuit,Fraud,17.0,17.0,17.0,1.0,16.0
2021,Fifth Circuit,Vandalism,29.0,13.0,42.0,12.0,30.0
2021,Fifth Circuit,Weapons,40.0,10.0,50.0,7.0,43.0
2021,Fifth Circuit,Prostitution,,,,,
2021,Fifth Circuit,Controlled Substances,272.0,59.0,331.0,72.0,259.0
2021,Fifth Circuit,Gambling,,,,,
2021,Fifth Circuit,Offenses Against Family & Children,98.0,11.0,109.0,32.0,77.0
2021,Fifth Circuit,Disorderly Conduct,48.0,7.0,55.0,15.0,40.0
2021,Fifth Circuit,OVUII,5.0,5.0,10.0,3.0,7.0
2021,Fifth Circuit,Traffic Offenses,40.0,11.0,41.0,2.0,39.0
2021,Fifth Circuit,Kidnapping and Custodial Interference,10.0,1.0,11.0,1.0,10.0
2021,Fifth Circuit,Terroristic Threatening,60.0,19.0,79.0,22.0,57.0
2021,Fifth Circuit,TRO Violation,4.0,3.0,7.0,3.0,7.0
2021,Fifth Circuit,Liquor Laws,,,,,
2021,Fifth Circuit,Extortion,1.0,,1.0,,1.0
2021,Fifth Circuit,All Other Offenses,43.0,25.0,68.0,16.0,52.0
2020,First Circuit,TOTAL CASES,39246.0,10347.0,49593.0,5889.0,43704.0
2020,First Circuit,Civil Actions,6430.0,1995.0,8425.0,2045.0,6380.0
2020,First Circuit,Contract,715.0,248.0,963.0,236.0,727.0
2020,First Circuit,Motor Vehicle Tort,625.0,271.0,896.0,289.0,607.0
2020,First Circuit,Assault & Battery,31.0,12.0,43.0,9.0,34.0
2020,First Circuit,Construction Defect,27.0,6.0,33.0,6.0,27.0
2020,First Circuit,Medical Malpractice,91.0,33.0,124.0,24.0,100.0
2020,First Circuit,Legal Malpractice,16.0,2.0,18.0,4.0,14.0
2020,First Circuit,Product Liability,24.0,20.0,44.0,1.0,33.0
2020,First Circuit,Other Non-Vehicle Tort,624.0,319.0,943.0,227.0,716.0
2020,First Circuit,Condemnation,25.0,6.0,31.0,3.0,28.0
2020,First Circuit,Environment,10.0,4.0,14.0,4.0,10.0
2020,First Circuit,Foreclosure,2873.0,606.0,3479.0,798.0,2681.0
2020,First Circuit,Agency Appeal,86.0,49.0,135.0,28.0,107.0
2020,First Circuit,Declaratory Judgment,185.0,53.0,238.0,42.0,196.0
2020,First Circuit,Civil Rights,4.0,4.0,4.0,1.0,3.0
2020,First Circuit,Partition/Real Property,21.0,21.0,21.0,,21.0
2020,First Circuit,Quiet Title,5.0,5.0,5.0,,5.0
2020,First Circuit,Other Civil Action,1098.0,336.0,1434.0,363.0,1071.0
2020,First Circuit,Probate Proceedings,13944.0,834.0,14778.0,37.0,14741.0
2020,First Circuit,Conservatorship/ Guardianship Proceedings,4610.0,137.0,4747.0,23.0,4724.0
2020,First Circuit,Conservatorship/ Guardianship,268.0,57.0,325.0,5.0,320.0
2020,First Circuit,Conservatorship,1216.0,79.0,1295.0,14.0,1281.0
2020,First Circuit,Guardianship,3126.0,1.0,3127.0,4.0,3123.0
2020,First Circuit,Trust Proceedings,2790.0,246.0,3036.0,38.0,2998.0
2020,First Circuit,Miscellaneous Proceedings,3431.0,5343.0,8774.0,2211.0,6563.0
2020,First Circuit,Land Court,723.0,4713.0,5436.0,1913.0,3523.0
2020,First Circuit,Tax Appeal Court,2000.0,139.0,2139.0,5.0,2134.0
2020,First Circuit,Mechanicâ€™s and Materialmanâ€™s Lien,114.0,45.0,159.0,28.0,144.0
2020,First Circuit,Other Special Proceedings,594.0,446.0,1040.0,278.0,762.0
2020,First Circuit,Criminal Actions,8041.0,1792.0,9833.0,1535.0,8298.0
2020,First Circuit,Murder & Non-Negligent Manslaughter,110.0,37.0,147.0,29.0,118.0
2020,First Circuit,Negligent Homicide,51.0,11.0,62.0,15.0,47.0
2020,First Circuit,Sex Offenses,207.0,28.0,235.0,48.0,187.0
2020,First Circuit,Robbery,463.0,77.0,540.0,80.0,460.0
2020,First Circuit,Assault,611.0,167.0,778.0,173.0,605.0
2020,First Circuit,Burglary and Trespass,1895.0,418.0,2313.0,328.0,1985.0
2020,First Circuit,Larceny-Theft,1343.0,217.0,1560.0,205.0,1355.0
2020,First Circuit,Arson,13.0,1.0,14.0,4.0,10.0
2020,First Circuit,Forgery and Counterfeiting,245.0,53.0,298.0,47.0,251.0
2020,First Circuit,Fraud,189.0,47.0,226.0,25.0,209.0
2020,First Circuit,Vandalism,150.0,47.0,197.0,25.0,172.0
2020,First Circuit,Weapons,114.0,26.0,134.0,21.0,113.0
2020,First Circuit,Prostitution,28.0,3.0,31.0,1.0,30.0
2020,First Circuit,Controlled Substances,1612.0,376.0,1988.0,295.0,1693.0
2020,First Circuit,Gambling,9.0,1.0,10.0,4.0,6.0
2020,First Circuit,Offenses Against Family & Children,53.0,21.0,74.0,13.0,61.0
2020,First Circuit,Disorderly Conduct,96.0,37.0,133.0,37.0,96.0
2020,First Circuit,OVUII,103.0,83.0,186.0,46.0,140.0
2020,First Circuit,Traffic Offenses,59.0,19.0,78.0,25.0,53.0
2020,First Circuit,Kidnapping and Custodial Interference,63.0,6.0,69.0,9.0,60.0
2020,First Circuit,Terroristic Threatening,353.0,61.0,414.0,57.0,357.0
2020,First Circuit,TRO Violation,30.0,6.0,36.0,10.0,26.0
2020,First Circuit,Liquor Laws,,,7.0,,
2020,First Circuit,Extortion,7.0,,7.0,7.0,7.0
2020,First Circuit,All Other Offenses,237.0,66.0,303.0,46.0,257.0
2020,Second Circuit,TOTAL CASES,7935.0,1505.0,9440.0,2388.0,7052.0
2020,Second Circuit,Civil Actions,1211.0,397.0,1608.0,480.0,1128.0
2020,Second Circuit,Contract,108.0,52.0,160.0,49.0,111.0
2020,Second Circuit,Motor Vehicle Tort,129.0,69.0,198.0,81.0,117.0
2020,Second Circuit,Assault & Battery,1.0,2.0,3.0,3.0,
2020,Second Circuit,Construction Defect,7.0,2.0,9.0,9.0,
2020,Second Circuit,Medical Malpractice,13.0,8.0,21.0,21.0,
2020,Second Circuit,Legal Malpractice,1.0,1.0,2.0,2.0,
2020,Second Circuit,Product Liability,1.0,1.0,2.0,,1.0
2020,Second Circuit,Other Non-Vehicle Tort,149.0,63.0,212.0,65.0,147.0
2020,Second Circuit,Condemnation,2.0,,2.0,1.0,1.0
2020,Second Circuit,Environment,12.0,1.0,13.0,5.0,8.0
2020,Second Circuit,Foreclosure,528.0,106.0,634.0,171.0,463.0
2020,Second Circuit,Agency Appeal,22.0,12.0,34.0,11.0,23.0
2020,Second Circuit,Declaratory Judgment,30.0,12.0,42.0,14.0,28.0
2020,Second Circuit,Civil Rights,1.0,1.0,1.0,,1.0
2020,Second Circuit,Partition/Real Property,5.0,,5.0,,5.0
2020,Second Circuit,Quiet Title,1.0,1.0,1.0,,1.0
2020,Second Circuit,Other Civil Action,209.0,61.0,270.0,83.0,187.0
2020,Second Circuit,Probate Proceedings,2829.0,237.0,3066.0,731.0,2335.0
2020,Second Circuit,Conservatorship/ Guardianship Proceedings,814.0,28.0,842.0,7.0,835.0
2020,Second Circuit,Conservatorship/ Guardianship,89.0,6.0,95.0,1.0,94.0
2020,Second Circuit,Conservatorship,334.0,22.0,356.0,3.0,353.0
2020,Second Circuit,Guardianship,391.0,1.0,391.0,3.0,388.0
2020,Second Circuit,Trust Proceedings,222.0,15.0,237.0,1.0,236.0
2020,Second Circuit,Miscellaneous Proceedings,531.0,80.0,611.0,43.0,568.0
2020,Second Circuit,Mechanicâ€™s and Materialmanâ€™s Lien,26.0,7.0,33.0,2.0,31.0
2020,Second Circuit,Other Special Proceedings,505.0,73.0,578.0,41.0,537.0
2020,Second Circuit,Criminal Actions,2328.0,748.0,3076.0,1126.0,1950.0
2020,Second Circuit,Murder & Non-Negligent Manslaughter,27.0,16.0,43.0,9.0,34.0
2020,Second Circuit,Negligent Homicide,20.0,7.0,27.0,10.0,17.0
2020,Second Circuit,Sex Offenses,44.0,18.0,62.0,28.0,34.0
2020,Second Circuit,Robbery,44.0,15.0,59.0,30.0,29.0
2020,Second Circuit,Assault,171.0,88.0,259.0,102.0,157.0
2020,Second Circuit,Burglary and Trespass,595.0,181.0,776.0,254.0,522.0
2020,Second Circuit,Larceny-Theft,454.0,92.0,546.0,194.0,352.0
2020,Second Circuit,Arson,6.0,7.0,13.0,8.0,5.0
2020,Second Circuit,Forgery and Counterfeiting,34.0,2.0,36.0,16.0,20.0
2020,Second Circuit,Fraud,45.0,5.0,50.0,20.0,30.0
2020,Second Circuit,Vandalism,35.0,14.0,49.0,23.0,26.0
2020,Second Circuit,Weapons,49.0,30.0,79.0,23.0,56.0
2020,Second Circuit,Prostitution,,,,,
2020,Second Circuit,Controlled Substances,512.0,110.0,622.0,225.0,397.0
2020,Second Circuit,Gambling,5.0,3.0,8.0,5.0,3.0
2020,Second Circuit,Offenses Against Family & Children,17.0,14.0,31.0,14.0,17.0
2020,Second Circuit,Disorderly Conduct,23.0,13.0,36.0,16.0,22.0
2020,Second Circuit,OVUII,21.0,20.0,41.0,15.0,26.0
2020,Second Circuit,Traffic Offenses,24.0,18.0,42.0,18.0,24.0
2020,Second Circuit,Kidnapping and Custodial Interference,15.0,6.0,21.0,7.0,14.0
2020,Second Circuit,Terroristic Threatening,73.0,35.0,108.0,50.0,58.0
2020,Second Circuit,TRO Violation,1.0,2.0,3.0,3.0,3.0
2020,Second Circuit,Liquor Laws,2.0,2.0,2.0,2.0,2.0
2020,Second Circuit,Extortion,2.0,1.0,3.0,,3.0
2020,Second Circuit,All Other Offenses,111.0,49.0,160.0,56.0,104.0
2020,Third Circuit,TOTAL CASES,8205.0,2336.0,10541.0,1369.0,9172.0
2020,Third Circuit,Civil Actions,1987.0,574.0,2561.0,575.0,1986.0
2020,Third Circuit,Contract,111.0,69.0,180.0,43.0,137.0
2020,Third Circuit,Motor Vehicle Tort,139.0,89.0,228.0,62.0,166.0
2020,Third Circuit,Assault & Battery,6.0,,6.0,6.0,
2020,Third Circuit,Construction Defect,2.0,,2.0,2.0,
2020,Third Circuit,Medical Malpractice,12.0,4.0,16.0,3.0,13.0
2020,Third Circuit,Legal Malpractice,1.0,1.0,2.0,2.0,
2020,Third Circuit,Product Liability,9.0,9.0,18.0,9.0,6.0
2020,Third Circuit,Other Non-Vehicle Tort,167.0,86.0,253.0,39.0,214.0
2020,Third Circuit,Condemnation,5.0,,5.0,3.0,2.0
2020,Third Circuit,Environment,7.0,,7.0,2.0,5.0
2020,Third Circuit,Foreclosure,1175.0,218.0,1393.0,321.0,1072.0
2020,Third Circuit,Agency Appeal,29.0,19.0,48.0,12.0,36.0
2020,Third Circuit,Declaratory Judgment,63.0,15.0,78.0,17.0,61.0
2020,Third Circuit,Civil Rights,1.0,,,,
2020,Third Circuit,Partition/Real Property,1.0,7.0,8.0,1.0,7.0
2020,Third Circuit,Quiet Title,6.0,,6.0,,6.0
2020,Third Circuit,Other Civil Action,260.0,60.0,320.0,69.0,251.0
2020,Third Circuit,Probate Proceedings,2109.0,411.0,2520.0,105.0,2415.0
2020,Third Circuit,Conservatorship/ Guardianship Proceedings,893.0,33.0,926.0,5.0,921.0
2020,Third Circuit,Conservatorship/ Guardianship,79.0,7.0,86.0,,86.0
2020,Third Circuit,Conservatorship,327.0,25.0,352.0,2.0,350.0
2020,Third Circuit,Guardianship,487.0,1.0,488.0,3.0,485.0
2020,Third Circuit,Trust Proceedings,154.0,22.0,176.0,2.0,174.0
2020,Third Circuit,Miscellaneous Proceedings,595.0,102.0,697.0,12.0,685.0
2020,Third Circuit,Mechanicâ€™s and Materialmanâ€™s Lien,66.0,8.0,74.0,3.0,71.0
2020,Third Circuit,Other Special Proceedings,529.0,94.0,623.0,9.0,614.0
2020,Third Circuit,Criminal Actions,2467.0,1194.0,3661.0,670.0,2991.0
2020,Third Circuit,Murder & Non-Negligent Manslaughter,32.0,14.0,46.0,5.0,41.0
2020,Third Circuit,Negligent Homicide,15.0,7.0,22.0,4.0,18.0
2020,Third Circuit,Sex Offenses,39.0,21.0,60.0,8.0,52.0
2020,Third Circuit,Robbery,46.0,10.0,56.0,8.0,48.0
2020,Third Circuit,Assault,155.0,73.0,228.0,39.0,189.0
2020,Third Circuit,Burglary and Trespass,473.0,201.0,674.0,98.0,576.0
2020,Third Circuit,Larceny-Theft,349.0,109.0,458.0,63.0,395.0
2020,Third Circuit,Arson,9.0,3.0,12.0,3.0,12.0
2020,Third Circuit,Forgery and Counterfeiting,23.0,24.0,47.0,11.0,36.0
2020,Third Circuit,Fraud,27.0,5.0,32.0,4.0,28.0
2020,Third Circuit,Vandalism,47.0,32.0,79.0,23.0,56.0
2020,Third Circuit,Weapons,80.0,63.0,143.0,27.0,116.0
2020,Third Circuit,Prostitution,,,,,
2020,Third Circuit,Controlled Substances,762.0,286.0,1048.0,169.0,879.0
2020,Third Circuit,Gambling,6.0,,6.0,,6.0
2020,Third Circuit,Offenses Against Family & Children,61.0,34.0,95.0,25.0,70.0
2020,Third Circuit,Disorderly Conduct,46.0,50.0,96.0,37.0,59.0
2020,Third Circuit,OVUII,24.0,35.0,59.0,19.0,26.0
2020,Third Circuit,Traffic Offenses,30.0,41.0,71.0,24.0,47.0
2020,Third Circuit,Kidnapping and Custodial Interference,26.0,10.0,36.0,5.0,31.0
2020,Third Circuit,Terroristic Threatening,99.0,43.0,142.0,32.0,110.0
2020,Third Circuit,TRO Violation,10.0,8.0,18.0,7.0,11.0
2020,Third Circuit,Liquor Laws,1.0,,1.0,,
2020,Third Circuit,Extortion,,,,,
2020,Third Circuit,All Other Offenses,107.0,125.0,232.0,61.0,171.0
2020,Fifth Circuit,TOTAL CASES,3010.0,638.0,3648.0,761.0,2887.0
2020,Fifth Circuit,Civil Actions,524.0,153.0,677.0,289.0,388.0
2020,Fifth Circuit,Contract,55.0,17.0,72.0,34.0,38.0
2020,Fifth Circuit,Motor Vehicle Tort,41.0,16.0,57.0,27.0,30.0
2020,Fifth Circuit,Assault & Battery,2.0,1.0,3.0,1.0,2.0
2020,Fifth Circuit,Construction Defect,2.0,1.0,3.0,1.0,2.0
2020,Fifth Circuit,Medical Malpractice,4.0,4.0,8.0,3.0,5.0
2020,Fifth Circuit,Legal Malpractice,,,,,
2020,Fifth Circuit,Product Liability,2.0,,2.0,,2.0
2020,Fifth Circuit,Other Non-Vehicle Tort,66.0,23.0,89.0,28.0,61.0
2020,Fifth Circuit,Condemnation,1.0,,1.0,,
2020,Fifth Circuit,Environment,3.0,,3.0,1.0,2.0
2020,Fifth Circuit,Foreclosure,210.0,43.0,253.0,117.0,136.0
2020,Fifth Circuit,Agency Appeal,19.0,9.0,28.0,13.0,15.0
2020,Fifth Circuit,Declaratory Judgment,21.0,9.0,30.0,13.0,17.0
2020,Fifth Circuit,Civil Rights,,,,,
2020,Fifth Circuit,Partition/Real Property,1.0,,1.0,,1.0
2020,Fifth Circuit,Quiet Title,,,,,
2020,Fifth Circuit,Other Civil Action,100.0,27.0,127.0,50.0,77.0
2020,Fifth Circuit,Probate Proceedings,702.0,104.0,806.0,22.0,784.0
2020,Fifth Circuit,Conservatorship/ Guardianship Proceedings,113.0,8.0,121.0,5.0,116.0
2020,Fifth Circuit,Conservatorship/ Guardianship,19.0,3.0,22.0,1.0,21.0
2020,Fifth Circuit,Conservatorship,44.0,4.0,48.0,2.0,46.0
2020,Fifth Circuit,Guardianship,50.0,1.0,51.0,2.0,46.0
2020,Fifth Circuit,Trust Proceedings,43.0,16.0,59.0,5.0,54.0
2020,Fifth Circuit,Miscellaneous Proceedings,393.0,32.0,425.0,4.0,421.0
2020,Fifth Circuit,Mechanicâ€™s and Materialmanâ€™s Lien,27.0,3.0,30.0,1.0,29.0
2020,Fifth Circuit,Other Special Proceedings,366.0,29.0,395.0,3.0,392.0
2020,Fifth Circuit,Criminal Actions,1235.0,325.0,1560.0,436.0,1124.0
2020,Fifth Circuit,Murder & Non-Negligent Manslaughter,6.0,2.0,8.0,3.0,5.0
2020,Fifth Circuit,Negligent Homicide,20.0,2.0,22.0,6.0,16.0
2020,Fifth Circuit,Sex Offenses,40.0,9.0,49.0,15.0,34.0
2020,Fifth Circuit,Robbery,17.0,2.0,19.0,3.0,16.0
2020,Fifth Circuit,Assault,103.0,44.0,147.0,48.0,99.0
2020,Fifth Circuit,Burglary and Trespass,205.0,83.0,288.0,88.0,200.0
2020,Fifth Circuit,Larceny-Theft,145.0,32.0,177.0,43.0,134.0
2020,Fifth Circuit,Arson,3.0,3.0,3.0,1.0,2.0
2020,Fifth Circuit,Forgery and Counterfeiting,20.0,6.0,26.0,10.0,16.0
2020,Fifth Circuit,Fraud,22.0,3.0,25.0,5.0,20.0
2020,Fifth Circuit,Vandalism,16.0,16.0,32.0,7.0,25.0
2020,Fifth Circuit,Weapons,39.0,7.0,46.0,15.0,41.0
2020,Fifth Circuit,Prostitution,,,,,
2020,Fifth Circuit,Controlled Substances,333.0,29.0,362.0,100.0,262.0
2020,Fifth Circuit,Gambling,,,,,
2020,Fifth Circuit,Offenses Against Family & Children,74.0,43.0,117.0,39.0,78.0
2020,Fifth Circuit,Disorderly Conduct,46.0,9.0,55.0,20.0,35.0
2020,Fifth Circuit,OVUII,2.0,1.0,3.0,3.0,
2020,Fifth Circuit,Traffic Offenses,32.0,2.0,34.0,8.0,26.0
2020,Fifth Circuit,Kidnapping and Custodial Interference,11.0,,11.0,4.0,7.0
2020,Fifth Circuit,Terroristic Threatening,62.0,23.0,85.0,16.0,69.0
2020,Fifth Circuit,TRO Violation,2.0,2.0,4.0,4.0,4.0
2020,Fifth Circuit,Liquor Laws,,,,,
2020,Fifth Circuit,Extortion,,,,,
2020,Fifth Circuit,All Other Offenses,37.0,10.0,47.0,15.0,32.0
2019,First Circuit,TOTAL CASES,38306.0,8949.0,47255.0,7848.0,39407.0
2019,First Circuit,Civil Actions,6700.0,2085.0,8785.0,2274.0,6511.0
2019,First Circuit,Contract,659.0,228.0,887.0,279.0,608.0
2019,First Circuit,Motor Vehicle Tort,542.0,321.0,863.0,303.0,560.0
2019,First Circuit,Assault & Battery,30.0,10.0,40.0,15.0,25.0
2019,First Circuit,Construction Defect,14.0,11.0,25.0,3.0,22.0
2019,First Circuit,Medical Malpractice,76.0,29.0,105.0,25.0,80.0
2019,First Circuit,Legal Malpractice,16.0,2.0,18.0,4.0,14.0
2019,First Circuit,Product Liability,18.0,6.0,24.0,12.0,12.0
2019,First Circuit,Other Non-Vehicle Tort,563.0,264.0,827.0,268.0,559.0
2019,First Circuit,Condemnation,12.0,8.0,20.0,2.0,18.0
2019,First Circuit,Environment,8.0,4.0,12.0,3.0,9.0
2019,First Circuit,Foreclosure,3434.0,742.0,4176.0,849.0,3327.0
2019,First Circuit,Agency Appeal,110.0,52.0,162.0,72.0,90.0
2019,First Circuit,Declaratory Judgment,176.0,55.0,231.0,53.0,178.0
2019,First Circuit,Other Civil Action,1042.0,353.0,1395.0,386.0,1009.0
2019,First Circuit,Probate Proceedings,12179.0,876.0,13055.0,86.0,12969.0
2019,First Circuit,Probate Intestate,3.0,1.0,4.0,,
2019,First Circuit,Probate Testate,1982.0,146.0,2128.0,30.0,2098.0
2019,First Circuit,Special Administration,4924.0,400.0,5324.0,30.0,5294.0
2019,First Circuit,Small Estate,7.0,,7.0,,7.0
2019,First Circuit,Informal Will,4275.0,252.0,4527.0,10.0,4517.0
2019,First Circuit,Other,988.0,77.0,1065.0,16.0,1049.0
2019,First Circuit,Conservatorship/ Guardianship Proceedings,5376.0,158.0,5534.0,54.0,5480.0
2019,First Circuit,Conservatorship/ Guardianship,216.0,56.0,272.0,11.0,261.0
2019,First Circuit,Conservatorship,1189.0,102.0,1291.0,39.0,1252.0
2019,First Circuit,Guardianship,3971.0,,3971.0,4.0,3967.0
2019,First Circuit,Trust Proceedings,2352.0,292.0,2644.0,113.0,2531.0
2019,First Circuit,Miscellaneous Proceedings,4280.0,3500.0,7780.0,4273.0,3507.0
2019,First Circuit,Land Court,855.0,2706.0,3561.0,2839.0,722.0
2019,First Circuit,Tax Appeal Court,2787.0,275.0,3062.0,1062.0,2000.0
2019,First Circuit,Mechanicâ€™s and Materialmanâ€™s Lien,110.0,52.0,162.0,34.0,128.0
2019,First Circuit,Other Special Proceedings,528.0,467.0,995.0,338.0,657.0
2019,First Circuit,Criminal Actions,7419.0,2038.0,9457.0,1048.0,8409.0
2019,First Circuit,Murder & Non-Negligent Manslaughter,105.0,23.0,128.0,15.0,113.0
2019,First Circuit,Negligent Homicide,50.0,14.0,64.0,6.0,58.0
2019,First Circuit,Sex Offenses,177.0,55.0,232.0,24.0,208.0
2019,First Circuit,Robbery,426.0,92.0,518.0,70.0,448.0
2019,First Circuit,Assault,551.0,204.0,755.0,80.0,675.0
2019,First Circuit,Burglary and Trespass,1684.0,479.0,2163.0,244.0,1919.0
2019,First Circuit,Larceny-Theft,1401.0,211.0,1612.0,180.0,1432.0
2019,First Circuit,Arson,11.0,7.0,18.0,,18.0
2019,First Circuit,Forgery and Counterfeiting,203.0,71.0,274.0,21.0,253.0
2019,First Circuit,Fraud,202.0,45.0,247.0,16.0,231.0
2019,First Circuit,Vandalism,151.0,38.0,189.0,13.0,176.0
2019,First Circuit,Weapons,97.0,25.0,122.0,9.0,113.0
2019,First Circuit,Prostitution,4.0,31.0,35.0,,35.0
2019,First Circuit,Controlled Substances,1471.0,455.0,1926.0,239.0,1687.0
2019,First Circuit,Gambling,7.0,2.0,9.0,9.0,
2019,First Circuit,Offenses Against Family & Children,52.0,13.0,65.0,17.0,48.0
2019,First Circuit,Disorderly Conduct,81.0,46.0,112.0,11.0,101.0
2019,First Circuit,OVUII,87.0,46.0,133.0,13.0,120.0
2019,First Circuit,Traffic Offenses,43.0,18.0,61.0,2.0,59.0
2019,First Circuit,Kidnapping and Custodial Interference,63.0,11.0,74.0,9.0,65.0
